"subjectID","trial","roi","meanPE","sdPE","run"
"FP016",16,"pgACC",-6.35563,17.5543,"run1"
"FP016",17,"pgACC",-0.935529,9.23942,"run1"
"FP016",18,"pgACC",-1.26794,9.85743,"run1"
"FP016",19,"pgACC",1.70437,7.42241,"run1"
"FP016",20,"pgACC",0.500394,5.63049,"run1"
"FP016",21,"pgACC",1.87111,5.5011,"run1"
"FP016",22,"pgACC",2.04872,6.78019,"run1"
"FP016",23,"pgACC",0.672032,5.33642,"run1"
"FP016",24,"pgACC",3.24346,6.3148,"run1"
"FP016",25,"pgACC",2.57763,6.13827,"run1"
"FP016",26,"pgACC",1.69499,7.54869,"run1"
"FP016",27,"pgACC",3.00845,13.3191,"run1"
"FP016",28,"pgACC",-1.00456,14.2588,"run1"
"FP016",29,"pgACC",10.354,13.6724,"run1"
"FP016",30,"pgACC",-1.09874,15.8255,"run1"
"FP016",31,"pgACC",-0.183848,5.22917,"run1"
"FP016",32,"pgACC",-0.615425,5.84526,"run1"
"FP016",33,"pgACC",0.395575,6.11846,"run1"
"FP016",34,"pgACC",1.02399,6.73425,"run1"
"FP016",35,"pgACC",1.95059,4.30041,"run1"
"FP016",36,"pgACC",-0.0953539,7.50797,"run1"
"FP016",1,"pgACC",0.0910101,8.7101,"run2"
"FP016",2,"pgACC",-1.49423,7.75369,"run2"
"FP016",3,"pgACC",2.15887,9.89034,"run2"
"FP016",4,"pgACC",-1.42728,9.2698,"run2"
"FP016",5,"pgACC",7.1147,10.7903,"run2"
"FP016",6,"pgACC",0.335612,11.0299,"run2"
"FP016",7,"pgACC",1.21696,5.46456,"run2"
"FP016",8,"pgACC",1.09893,5.3092,"run2"
"FP016",9,"pgACC",2.19586,5.18491,"run2"
"FP016",10,"pgACC",1.67568,6.31309,"run2"
"FP016",11,"pgACC",0.411501,6.31411,"run2"
"FP016",12,"pgACC",2.45698,5.95758,"run2"
"FP016",13,"pgACC",2.2007,8.52019,"run2"
"FP016",14,"pgACC",1.75237,11.5056,"run2"
"FP016",15,"pgACC",4.86014,11.1869,"run2"
"FP016",16,"pgACC",4.33184,9.61758,"run2"
"FP016",17,"pgACC",5.40182,8.75972,"run2"
"FP016",18,"pgACC",0.0266754,8.48558,"run2"
"FP016",19,"pgACC",-2.9732,7.2434,"run2"
"FP016",20,"pgACC",-3.46214,6.69393,"run2"
"FP016",21,"pgACC",-2.53062,6.63392,"run2"
"FP016",22,"pgACC",-2.23071,4.34011,"run2"
"FP016",23,"pgACC",-2.95413,4.67912,"run2"
"FP016",24,"pgACC",-2.20922,5.26712,"run2"
"FP016",25,"pgACC",-0.620269,11.2854,"run2"
"FP016",26,"pgACC",-1.11647,10.4195,"run2"
"FP016",27,"pgACC",1.22873,11.1797,"run2"
"FP016",28,"pgACC",3.46121,8.22603,"run2"
"FP016",29,"pgACC",0.340537,8.57926,"run2"
"FP016",30,"pgACC",5.47885,8.8493,"run2"
"FP016",31,"pgACC",-0.452694,5.647,"run2"
"FP016",32,"pgACC",-1.83053,6.419,"run2"
"FP016",33,"pgACC",0.788356,6.74016,"run2"
"FP016",34,"pgACC",-1.28727,5.31049,"run2"
"FP016",35,"pgACC",-1.33944,5.49485,"run2"
"FP016",36,"pgACC",-1.39284,6.38826,"run2"
"FP016",1,"vmPFC",1.24403,5.00678,"run1"
"FP016",2,"vmPFC",2.64578,5.93971,"run1"
"FP016",3,"vmPFC",1.99205,6.23814,"run1"
"FP016",4,"vmPFC",5.5322,8.61166,"run1"
"FP016",5,"vmPFC",4.32,10.6608,"run1"
"FP016",6,"vmPFC",6.38114,9.47068,"run1"
"FP016",7,"vmPFC",3.5635,4.56203,"run1"
"FP016",8,"vmPFC",1.96679,4.92012,"run1"
"FP016",9,"vmPFC",4.15739,5.69106,"run1"
"FP016",10,"vmPFC",0.406712,8.82737,"run1"
"FP016",11,"vmPFC",2.88709,5.96438,"run1"
"FP016",12,"vmPFC",1.61319,5.65082,"run1"
"FP016",13,"vmPFC",3.27005,7.56603,"run1"
"FP016",14,"vmPFC",1.20329,5.72492,"run1"
"FP016",15,"vmPFC",0.485132,12.381,"run1"
"FP016",16,"vmPFC",-6.55005,12.7201,"run1"
"FP016",17,"vmPFC",0.0196529,6.7108,"run1"
"FP016",18,"vmPFC",-1.00718,7.96854,"run1"
"FP016",19,"vmPFC",2.38603,4.7633,"run1"
"FP016",20,"vmPFC",1.21211,4.00017,"run1"
"FP016",21,"vmPFC",1.79103,3.92116,"run1"
"FP016",22,"vmPFC",1.58673,4.63857,"run1"
"FP016",23,"vmPFC",1.37681,3.74789,"run1"
"FP016",24,"vmPFC",2.26321,4.19137,"run1"
"FP016",25,"vmPFC",2.72389,4.56976,"run1"
"FP016",26,"vmPFC",1.32199,5.53297,"run1"
"FP016",27,"vmPFC",1.73275,9.41743,"run1"
"FP016",28,"vmPFC",-0.308877,10.8149,"run1"
"FP016",29,"vmPFC",7.0054,11.8551,"run1"
"FP016",30,"vmPFC",-2.00017,12.4617,"run1"
"FP016",31,"vmPFC",0.0110914,4.09534,"run1"
"FP016",32,"vmPFC",-0.679093,4.60194,"run1"
"FP016",33,"vmPFC",0.302409,4.56607,"run1"
"FP016",34,"vmPFC",0.725045,4.8412,"run1"
"FP016",35,"vmPFC",1.12677,3.09853,"run1"
"FP016",36,"vmPFC",-0.279678,5.34333,"run1"
"FP016",1,"vmPFC",0.715872,6.37643,"run2"
"FP016",2,"vmPFC",-0.62977,5.66439,"run2"
"FP016",3,"vmPFC",3.98292,5.94653,"run2"
"FP016",4,"vmPFC",-0.182271,6.31801,"run2"
"FP016",5,"vmPFC",6.68416,8.16553,"run2"
"FP016",6,"vmPFC",1.83328,6.53383,"run2"
"FP016",7,"vmPFC",1.73205,3.95455,"run2"
"FP016",8,"vmPFC",1.20691,3.92801,"run2"
"FP016",9,"vmPFC",1.89695,3.90365,"run2"
"FP016",10,"vmPFC",2.64095,4.38762,"run2"
"FP016",11,"vmPFC",0.984336,4.84174,"run2"
"FP016",12,"vmPFC",2.35014,4.32491,"run2"
"FP016",13,"vmPFC",0.929076,5.75626,"run2"
"FP016",14,"vmPFC",2.77544,7.86284,"run2"
"FP016",15,"vmPFC",3.50683,8.77547,"run2"
"FP016",16,"vmPFC",4.6562,7.43059,"run2"
"FP016",17,"vmPFC",4.78155,7.25477,"run2"
"FP016",18,"vmPFC",0.601932,6.85218,"run2"
"FP016",19,"vmPFC",-1.03572,5.7694,"run2"
"FP016",20,"vmPFC",-1.57831,4.85326,"run2"
"FP016",21,"vmPFC",-1.24743,5.1464,"run2"
"FP016",22,"vmPFC",-0.684118,3.29984,"run2"
"FP016",23,"vmPFC",-2.1288,3.433,"run2"
"FP016",24,"vmPFC",-0.693434,3.63602,"run2"
"FP016",25,"vmPFC",-1.67823,8.79687,"run2"
"FP016",26,"vmPFC",-2.34443,8.7488,"run2"
"FP016",27,"vmPFC",0.887205,7.3742,"run2"
"FP016",28,"vmPFC",2.55594,7.22948,"run2"
"FP016",29,"vmPFC",0.861767,6.32411,"run2"
"FP016",30,"vmPFC",3.22141,6.61539,"run2"
"FP016",31,"vmPFC",0.0828435,4.23216,"run2"
"FP016",32,"vmPFC",-0.486816,5.26377,"run2"
"FP016",33,"vmPFC",-0.0466011,5.10028,"run2"
"FP016",34,"vmPFC",-0.350856,4.05328,"run2"
"FP016",35,"vmPFC",-1.57163,3.94549,"run2"
"FP016",36,"vmPFC",-1.17537,4.62143,"run2"
"FP016",1,"VS",-0.0997462,7.89507,"run1"
"FP016",2,"VS",5.18814,10.2472,"run1"
"FP016",3,"VS",5.28617,8.97173,"run1"
"FP016",4,"VS",6.79222,12.6001,"run1"
"FP016",5,"VS",6.27039,12.1126,"run1"
"FP016",6,"VS",5.4281,11.7754,"run1"
"FP016",7,"VS",2.9544,6.98459,"run1"
"FP016",8,"VS",2.42971,7.15741,"run1"
"FP016",9,"VS",2.03983,8.07343,"run1"
"FP016",10,"VS",1.99886,12.5076,"run1"
"FP016",11,"VS",1.97357,7.69562,"run1"
"FP016",12,"VS",2.16698,8.53052,"run1"
"FP016",13,"VS",2.49773,12.049,"run1"
"FP016",14,"VS",3.28511,8.74421,"run1"
"FP016",15,"VS",6.13019,18.1664,"run1"
"FP016",16,"VS",-6.30553,15.8264,"run1"
"FP016",17,"VS",0.323762,8.89145,"run1"
"FP016",18,"VS",1.57865,10.266,"run1"
"FP016",19,"VS",3.03247,7.23112,"run1"
"FP016",20,"VS",1.93783,5.80742,"run1"
"FP016",21,"VS",2.86592,5.46662,"run1"
"FP016",22,"VS",1.10924,7.15731,"run1"
"FP016",23,"VS",2.48092,5.62307,"run1"
"FP016",24,"VS",2.76949,6.21087,"run1"
"FP016",25,"VS",1.07686,6.60313,"run1"
"FP016",26,"VS",2.44676,7.77732,"run1"
"FP016",27,"VS",1.4253,14.3989,"run1"
"FP016",28,"VS",3.14379,14.659,"run1"
"FP016",29,"VS",6.38518,13.586,"run1"
"FP016",30,"VS",-1.06289,15.0425,"run1"
"FP016",31,"VS",0.206786,6.18129,"run1"
"FP016",32,"VS",1.39254,6.26889,"run1"
"FP016",33,"VS",1.63241,6.37808,"run1"
"FP016",34,"VS",1.79809,7.02489,"run1"
"FP016",35,"VS",2.4713,4.94936,"run1"
"FP016",36,"VS",0.373488,8.46661,"run1"
"FP016",1,"VS",1.41478,9.78381,"run2"
"FP016",2,"VS",-0.128105,9.30781,"run2"
"FP016",3,"VS",1.35626,9.09002,"run2"
"FP016",4,"VS",1.02825,10.2474,"run2"
"FP016",5,"VS",2.97014,10.4025,"run2"
"FP016",6,"VS",0.968303,10.5588,"run2"
"FP016",7,"VS",0.940216,5.49903,"run2"
"FP016",8,"VS",1.05099,6.50938,"run2"
"FP016",9,"VS",1.48512,5.77999,"run2"
"FP016",10,"VS",2.84821,6.59927,"run2"
"FP016",11,"VS",-1.17274,7.31937,"run2"
"FP016",12,"VS",2.51898,6.87827,"run2"
"FP016",13,"VS",2.99997,8.53283,"run2"
"FP016",14,"VS",1.41652,12.0874,"run2"
"FP016",15,"VS",2.37096,10.834,"run2"
"FP016",16,"VS",4.07255,9.7362,"run2"
"FP016",17,"VS",-0.356601,8.02259,"run2"
"FP016",18,"VS",-0.781994,9.11774,"run2"
"FP016",19,"VS",-2.39966,7.27576,"run2"
"FP016",20,"VS",-0.602997,6.2759,"run2"
"FP016",21,"VS",0.706822,7.08298,"run2"
"FP016",22,"VS",1.08799,4.85386,"run2"
"FP016",23,"VS",-0.452968,4.62948,"run2"
"FP016",24,"VS",0.61008,5.36903,"run2"
"FP016",25,"VS",-2.20647,10.1038,"run2"
"FP016",26,"VS",-2.82655,9.85521,"run2"
"FP016",27,"VS",1.45704,10.0945,"run2"
"FP016",28,"VS",0.951644,8.75604,"run2"
"FP016",29,"VS",0.953637,8.07639,"run2"
"FP016",30,"VS",2.28377,8.98254,"run2"
"FP016",31,"VS",1.25259,6.06669,"run2"
"FP016",32,"VS",0.5016,6.91979,"run2"
"FP016",33,"VS",1.80561,7.36899,"run2"
"FP016",34,"VS",0.678163,5.40825,"run2"
"FP016",35,"VS",-1.04566,5.80347,"run2"
"FP016",36,"VS",-0.411371,7.70061,"run2"
"FP017",1,"pgACC",-2.57759,6.79075,"run1"
"FP017",2,"pgACC",-1.32726,7.22585,"run1"
"FP017",3,"pgACC",-3.16448,9.41778,"run1"
"FP017",4,"pgACC",-0.561915,5.98201,"run1"
"FP017",5,"pgACC",2.41492,7.41279,"run1"
"FP017",6,"pgACC",-0.591423,9.18594,"run1"
"FP017",7,"pgACC",0.498223,4.82964,"run1"
"FP017",8,"pgACC",-0.367175,3.62766,"run1"
"FP017",9,"pgACC",-0.0962786,6.46519,"run1"
"FP017",10,"pgACC",0.757004,8.21636,"run1"
"FP017",11,"pgACC",-0.742288,4.90759,"run1"
"FP017",12,"pgACC",-0.920535,6.71532,"run1"
"FP017",13,"pgACC",-0.56414,6.45858,"run1"
"FP017",14,"pgACC",-3.78639,9.80781,"run1"
"FP017",15,"pgACC",-1.49979,6.50616,"run1"
"FP017",16,"pgACC",-2.98489,7.70765,"run1"
"FP017",17,"pgACC",0.0751031,4.29433,"run1"
"FP017",18,"pgACC",-0.416564,5.71211,"run1"
"FP017",19,"pgACC",-1.20414,4.65799,"run1"
"FP017",20,"pgACC",-0.21375,3.10667,"run1"
"FP017",21,"pgACC",-0.809662,3.39176,"run1"
"FP017",22,"pgACC",-1.29826,4.29966,"run1"
"FP017",23,"pgACC",-0.342634,5.54557,"run1"
"FP017",24,"pgACC",-1.33077,5.71848,"run1"
"FP017",25,"pgACC",0.614837,7.32302,"run1"
"FP017",26,"pgACC",0.028691,4.88034,"run1"
"FP017",27,"pgACC",-0.6207,5.02628,"run1"
"FP017",28,"pgACC",0.973406,4.65335,"run1"
"FP017",29,"pgACC",0.377161,3.70792,"run1"
"FP017",30,"pgACC",0.241744,4.90695,"run1"
"FP017",31,"pgACC",1.39915,3.46283,"run1"
"FP017",32,"pgACC",-0.112804,4.64176,"run1"
"FP017",33,"pgACC",2.3854,6.31529,"run1"
"FP017",34,"pgACC",0.0240858,3.33608,"run1"
"FP017",35,"pgACC",-0.28157,5.30524,"run1"
"FP017",36,"pgACC",-1.50299,5.16793,"run1"
"FP017",1,"pgACC",0.599567,5.72809,"run2"
"FP017",2,"pgACC",1.30245,8.07684,"run2"
"FP017",3,"pgACC",-0.0297782,6.14635,"run2"
"FP017",4,"pgACC",1.07376,6.02048,"run2"
"FP017",5,"pgACC",-0.81332,6.46672,"run2"
"FP017",6,"pgACC",1.79131,8.16237,"run2"
"FP017",7,"pgACC",1.75435,4.5186,"run2"
"FP017",8,"pgACC",0.0376054,0.0617162,"run2"
"FP017",9,"pgACC",0.108766,9.61562,"run2"
"FP017",10,"pgACC",-4.19549,15.8106,"run2"
"FP017",11,"pgACC",1.57755,8.56973,"run2"
"FP017",12,"pgACC",1.38411,8.61467,"run2"
"FP017",13,"pgACC",-0.720885,5.80883,"run2"
"FP017",14,"pgACC",2.4709,13.2196,"run2"
"FP017",15,"pgACC",-0.649339,10.7446,"run2"
"FP017",16,"pgACC",0.81846,10.0646,"run2"
"FP017",17,"pgACC",-0.441478,4.7853,"run2"
"FP017",18,"pgACC",0.265897,5.57297,"run2"
"FP017",19,"pgACC",-2.65332,10.1589,"run2"
"FP017",20,"pgACC",-2.32743,5.43273,"run2"
"FP017",21,"pgACC",-0.231017,4.40548,"run2"
"FP017",22,"pgACC",-1.18328,4.09775,"run2"
"FP017",23,"pgACC",0.750046,6.74428,"run2"
"FP017",24,"pgACC",-2.58564,10.1326,"run2"
"FP017",25,"pgACC",-0.151669,5.57079,"run2"
"FP017",26,"pgACC",3.44818,9.59098,"run2"
"FP017",27,"pgACC",1.54135,5.0785,"run2"
"FP017",28,"pgACC",0.690095,6.00889,"run2"
"FP017",29,"pgACC",1.86271,10.1292,"run2"
"FP017",30,"pgACC",-0.1459,13.6479,"run2"
"FP017",31,"pgACC",0.958457,10.5656,"run2"
"FP017",32,"pgACC",-0.0406254,13.3632,"run2"
"FP017",33,"pgACC",0.549043,10.5989,"run2"
"FP017",34,"pgACC",0.555452,9.97151,"run2"
"FP017",35,"pgACC",-0.105852,8.78478,"run2"
"FP017",36,"pgACC",-0.138024,4.95959,"run2"
"FP017",1,"vmPFC",-0.476558,5.29044,"run1"
"FP017",2,"vmPFC",1.17701,4.83246,"run1"
"FP017",3,"vmPFC",-0.519678,7.46859,"run1"
"FP017",4,"vmPFC",0.103075,4.96161,"run1"
"FP017",5,"vmPFC",0.858744,6.79476,"run1"
"FP017",6,"vmPFC",1.66886,7.02515,"run1"
"FP017",7,"vmPFC",0.416166,3.03728,"run1"
"FP017",8,"vmPFC",0.403922,2.79811,"run1"
"FP017",9,"vmPFC",0.433573,4.45331,"run1"
"FP017",10,"vmPFC",2.21149,7.19024,"run1"
"FP017",11,"vmPFC",-1.32706,3.60126,"run1"
"FP017",12,"vmPFC",-0.548348,5.49472,"run1"
"FP017",13,"vmPFC",-0.174919,4.86087,"run1"
"FP017",14,"vmPFC",-0.465764,7.04348,"run1"
"FP017",15,"vmPFC",0.0343775,4.9015,"run1"
"FP017",16,"vmPFC",-1.1101,5.5167,"run1"
"FP017",17,"vmPFC",0.477026,3.15502,"run1"
"FP017",18,"vmPFC",0.528821,4.70542,"run1"
"FP017",19,"vmPFC",-0.569704,3.34021,"run1"
"FP017",20,"vmPFC",-0.00924295,2.16146,"run1"
"FP017",21,"vmPFC",-0.676813,2.36312,"run1"
"FP017",22,"vmPFC",-1.31887,3.67359,"run1"
"FP017",23,"vmPFC",-0.855765,4.13335,"run1"
"FP017",24,"vmPFC",-2.55967,5.5464,"run1"
"FP017",25,"vmPFC",0.915653,4.938,"run1"
"FP017",26,"vmPFC",0.746804,3.55877,"run1"
"FP017",27,"vmPFC",-0.636523,3.70907,"run1"
"FP017",28,"vmPFC",1.33966,4.02488,"run1"
"FP017",29,"vmPFC",0.095423,2.84396,"run1"
"FP017",30,"vmPFC",0.863982,4.00521,"run1"
"FP017",31,"vmPFC",1.17968,2.61786,"run1"
"FP017",32,"vmPFC",0.212382,3.64008,"run1"
"FP017",33,"vmPFC",2.56259,5.10537,"run1"
"FP017",34,"vmPFC",0.413397,2.56931,"run1"
"FP017",35,"vmPFC",-0.482277,3.57314,"run1"
"FP017",36,"vmPFC",-0.62538,4.03247,"run1"
"FP017",1,"vmPFC",-0.333268,4.67149,"run2"
"FP017",2,"vmPFC",1.78669,6.09322,"run2"
"FP017",3,"vmPFC",0.610859,5.97946,"run2"
"FP017",4,"vmPFC",-0.288647,5.44461,"run2"
"FP017",5,"vmPFC",-0.362343,5.92525,"run2"
"FP017",6,"vmPFC",2.03983,8.09895,"run2"
"FP017",7,"vmPFC",0.20314,2.77771,"run2"
"FP017",8,"vmPFC",0.0337078,0.0468853,"run2"
"FP017",9,"vmPFC",0.167488,8.08892,"run2"
"FP017",10,"vmPFC",-9.57,14.5803,"run2"
"FP017",11,"vmPFC",2.04812,7.07161,"run2"
"FP017",12,"vmPFC",-0.656548,6.20263,"run2"
"FP017",13,"vmPFC",0.115784,4.14406,"run2"
"FP017",14,"vmPFC",5.12311,9.77551,"run2"
"FP017",15,"vmPFC",0.634058,7.1061,"run2"
"FP017",16,"vmPFC",1.61491,7.91932,"run2"
"FP017",17,"vmPFC",0.254754,3.7338,"run2"
"FP017",18,"vmPFC",0.470264,4.1274,"run2"
"FP017",19,"vmPFC",0.884364,5.99712,"run2"
"FP017",20,"vmPFC",0.139097,3.37242,"run2"
"FP017",21,"vmPFC",1.07069,3.07958,"run2"
"FP017",22,"vmPFC",-0.178722,2.97797,"run2"
"FP017",23,"vmPFC",2.48986,5.83714,"run2"
"FP017",24,"vmPFC",-0.856487,6.71746,"run2"
"FP017",25,"vmPFC",0.796843,3.73337,"run2"
"FP017",26,"vmPFC",3.60602,7.81457,"run2"
"FP017",27,"vmPFC",1.75687,3.81398,"run2"
"FP017",28,"vmPFC",1.16271,4.37988,"run2"
"FP017",29,"vmPFC",4.02972,7.12353,"run2"
"FP017",30,"vmPFC",-0.449871,12.2264,"run2"
"FP017",31,"vmPFC",2.78261,8.79527,"run2"
"FP017",32,"vmPFC",1.67215,9.91898,"run2"
"FP017",33,"vmPFC",-0.0933104,8.29305,"run2"
"FP017",34,"vmPFC",-0.235983,8.30636,"run2"
"FP017",35,"vmPFC",-0.879502,6.89206,"run2"
"FP017",36,"vmPFC",0.634211,4.72242,"run2"
"FP017",1,"VS",-0.491487,6.55454,"run1"
"FP017",2,"VS",0.876899,5.88434,"run1"
"FP017",3,"VS",0.456098,8.9516,"run1"
"FP017",4,"VS",0.0994444,5.50742,"run1"
"FP017",5,"VS",2.64148,8.65683,"run1"
"FP017",6,"VS",-0.931145,8.12873,"run1"
"FP017",7,"VS",0.0131674,3.93755,"run1"
"FP017",8,"VS",0.549916,3.13152,"run1"
"FP017",9,"VS",0.866261,6.35717,"run1"
"FP017",10,"VS",2.05505,6.91521,"run1"
"FP017",11,"VS",1.2183,4.38088,"run1"
"FP017",12,"VS",0.345173,5.99273,"run1"
"FP017",13,"VS",-0.108518,5.80246,"run1"
"FP017",14,"VS",0.0122785,8.91379,"run1"
"FP017",15,"VS",0.218112,6.17757,"run1"
"FP017",16,"VS",0.842617,6.89797,"run1"
"FP017",17,"VS",-0.584489,3.94307,"run1"
"FP017",18,"VS",0.793928,6.11821,"run1"
"FP017",19,"VS",0.642517,3.90803,"run1"
"FP017",20,"VS",-0.218592,2.69066,"run1"
"FP017",21,"VS",0.410691,2.98291,"run1"
"FP017",22,"VS",-0.445218,4.39367,"run1"
"FP017",23,"VS",-0.212647,5.37731,"run1"
"FP017",24,"VS",-0.291102,5.82984,"run1"
"FP017",25,"VS",0.40617,6.23452,"run1"
"FP017",26,"VS",0.588704,4.64425,"run1"
"FP017",27,"VS",1.64919,5.26439,"run1"
"FP017",28,"VS",0.860601,4.52176,"run1"
"FP017",29,"VS",0.613893,3.42008,"run1"
"FP017",30,"VS",0.891849,4.80037,"run1"
"FP017",31,"VS",1.13496,3.2095,"run1"
"FP017",32,"VS",-0.126735,4.44574,"run1"
"FP017",33,"VS",1.05368,5.68665,"run1"
"FP017",34,"VS",1.0323,3.31399,"run1"
"FP017",35,"VS",0.147051,4.29865,"run1"
"FP017",36,"VS",0.535617,4.77751,"run1"
"FP017",1,"VS",1.17475,5.66021,"run2"
"FP017",2,"VS",0.779879,6.78088,"run2"
"FP017",3,"VS",1.13687,6.47285,"run2"
"FP017",4,"VS",-1.16964,4.89132,"run2"
"FP017",5,"VS",-0.280004,5.76548,"run2"
"FP017",6,"VS",1.3337,8.61066,"run2"
"FP017",7,"VS",0.443947,3.62338,"run2"
"FP017",8,"VS",0.0191696,0.0540844,"run2"
"FP017",9,"VS",0.586191,8.08516,"run2"
"FP017",10,"VS",-1.08877,11.7703,"run2"
"FP017",11,"VS",-0.197986,7.62648,"run2"
"FP017",12,"VS",1.963,8.43273,"run2"
"FP017",13,"VS",-0.0881466,4.86106,"run2"
"FP017",14,"VS",1.30048,11.0369,"run2"
"FP017",15,"VS",1.62594,9.47096,"run2"
"FP017",16,"VS",1.73182,10.1693,"run2"
"FP017",17,"VS",0.627115,4.88855,"run2"
"FP017",18,"VS",1.46779,5.32682,"run2"
"FP017",19,"VS",2.94333,7.74342,"run2"
"FP017",20,"VS",-0.305384,3.96689,"run2"
"FP017",21,"VS",0.81585,3.45762,"run2"
"FP017",22,"VS",0.5686,3.60815,"run2"
"FP017",23,"VS",1.40853,6.0507,"run2"
"FP017",24,"VS",5.20585,9.10099,"run2"
"FP017",25,"VS",-0.218812,5.14306,"run2"
"FP017",26,"VS",2.01169,9.48499,"run2"
"FP017",27,"VS",1.32565,4.92163,"run2"
"FP017",28,"VS",0.660366,5.43046,"run2"
"FP017",29,"VS",2.37425,7.99684,"run2"
"FP017",30,"VS",4.89988,10.5891,"run2"
"FP017",31,"VS",0.88091,8.92665,"run2"
"FP017",32,"VS",1.73897,10.6355,"run2"
"FP017",33,"VS",-0.603769,8.4928,"run2"
"FP017",34,"VS",3.34302,8.09891,"run2"
"FP017",35,"VS",-1.29369,7.68933,"run2"
"FP017",36,"VS",1.31521,4.877,"run2"
"FP018",1,"pgACC",0.306475,7.15771,"run1"
"FP018",2,"pgACC",-0.597905,15.0028,"run1"
"FP018",3,"pgACC",-0.501397,7.34765,"run1"
"FP018",4,"pgACC",2.93835,13.4207,"run1"
"FP018",5,"pgACC",-2.17793,8.11659,"run1"
"FP018",6,"pgACC",-0.820232,12.6545,"run1"
"FP018",7,"pgACC",-1.97491,4.71687,"run1"
"FP018",8,"pgACC",-4.09985,12.2024,"run1"
"FP018",9,"pgACC",-3.20101,9.32181,"run1"
"FP018",10,"pgACC",-2.8604,5.88447,"run1"
"FP018",11,"pgACC",-0.438207,4.53385,"run1"
"FP018",12,"pgACC",-1.16312,5.76295,"run1"
"FP018",13,"pgACC",1.84373,13.1392,"run1"
"FP018",14,"pgACC",3.28453,10.8573,"run1"
"FP018",15,"pgACC",-3.93482,8.42015,"run1"
"FP018",16,"pgACC",7.11388,14.0457,"run1"
"FP018",17,"pgACC",2.77992,5.37518,"run1"
"FP018",18,"pgACC",3.28238,9.07119,"run1"
"FP018",19,"pgACC",1.57627,5.82154,"run1"
"FP018",20,"pgACC",-0.832026,4.37194,"run1"
"FP018",21,"pgACC",-0.70578,2.77749,"run1"
"FP018",22,"pgACC",2.14717,4.79737,"run1"
"FP018",23,"pgACC",-0.423688,3.33804,"run1"
"FP018",24,"pgACC",-0.425273,8.0235,"run1"
"FP018",25,"pgACC",0.090621,9.2414,"run1"
"FP018",26,"pgACC",0.779646,7.52821,"run1"
"FP018",27,"pgACC",-0.458516,3.76953,"run1"
"FP018",28,"pgACC",0.308809,6.13375,"run1"
"FP018",29,"pgACC",-0.610887,5.47463,"run1"
"FP018",30,"pgACC",0.291709,6.87001,"run1"
"FP018",31,"pgACC",-4.93502,8.71463,"run1"
"FP018",32,"pgACC",-5.78226,10.5324,"run1"
"FP018",33,"pgACC",-1.8884,10.3316,"run1"
"FP018",34,"pgACC",-2.44864,7.27747,"run1"
"FP018",35,"pgACC",-2.5125,28.8782,"run1"
"FP018",36,"pgACC",-2.57449,10.129,"run1"
"FP018",1,"pgACC",-14.0754,25.4004,"run2"
"FP018",2,"pgACC",-6.66037,15.957,"run2"
"FP018",3,"pgACC",-4.87199,18.5541,"run2"
"FP018",4,"pgACC",4.55416,18.4064,"run2"
"FP018",5,"pgACC",11.247,24.9004,"run2"
"FP018",6,"pgACC",3.35352,18.2622,"run2"
"FP018",7,"pgACC",0.0517868,3.90578,"run2"
"FP018",8,"pgACC",-2.43336,10.1475,"run2"
"FP018",9,"pgACC",-0.598239,9.5401,"run2"
"FP018",10,"pgACC",-4.24009,14.3365,"run2"
"FP018",11,"pgACC",-0.718933,5.67636,"run2"
"FP018",12,"pgACC",-1.26565,6.57067,"run2"
"FP018",13,"pgACC",0.438233,7.10154,"run2"
"FP018",14,"pgACC",1.47369,14.9197,"run2"
"FP018",15,"pgACC",-4.54476,13.5199,"run2"
"FP018",16,"pgACC",-0.248279,11.2053,"run2"
"FP018",17,"pgACC",-3.04177,16.1538,"run2"
"FP018",18,"pgACC",0.428641,9.95176,"run2"
"FP018",19,"pgACC",1.51542,8.38446,"run2"
"FP018",20,"pgACC",2.83469,7.44513,"run2"
"FP018",21,"pgACC",3.32094,12.6615,"run2"
"FP018",22,"pgACC",-1.09931,3.87361,"run2"
"FP018",23,"pgACC",1.069,5.67663,"run2"
"FP018",24,"pgACC",-1.14898,7.53912,"run2"
"FP018",25,"pgACC",14.7352,22.2671,"run2"
"FP018",26,"pgACC",9.45269,10.3903,"run2"
"FP018",27,"pgACC",6.76635,9.1648,"run2"
"FP018",28,"pgACC",6.78757,11.3811,"run2"
"FP018",29,"pgACC",-2.89288,13.8893,"run2"
"FP018",30,"pgACC",3.11413,8.88501,"run2"
"FP018",31,"pgACC",1.96082,15.5834,"run2"
"FP018",32,"pgACC",-0.596271,8.76239,"run2"
"FP018",33,"pgACC",0.602554,5.27713,"run2"
"FP018",34,"pgACC",3.52855,5.59312,"run2"
"FP018",35,"pgACC",-10.6969,19.0399,"run2"
"FP018",36,"pgACC",-2.76237,10.7518,"run2"
"FP018",1,"vmPFC",-0.0186734,5.41936,"run1"
"FP018",2,"vmPFC",-5.53531,14.522,"run1"
"FP018",3,"vmPFC",-0.7255,6.89758,"run1"
"FP018",4,"vmPFC",-2.89654,13.7952,"run1"
"FP018",5,"vmPFC",-4.54581,8.06817,"run1"
"FP018",6,"vmPFC",-0.767599,11.8577,"run1"
"FP018",7,"vmPFC",-1.83681,3.54297,"run1"
