"subjectID","trial","roi","meanPE","sdPE","run"
"FP002",12,"VS",0.44392,5.8767,"run1"
"FP002",13,"VS",0.863194,5.64773,"run1"
"FP002",14,"VS",0.457398,5.6593,"run1"
"FP002",15,"VS",0.382272,6.2516,"run1"
"FP002",16,"VS",0.185346,6.35419,"run1"
"FP002",17,"VS",0.860131,5.95418,"run1"
"FP002",18,"VS",0.12331,5.93637,"run1"
"FP002",19,"VS",-0.860472,6.3764,"run1"
"FP002",20,"VS",0.150267,6.59147,"run1"
"FP002",21,"VS",-0.377465,6.26497,"run1"
"FP002",22,"VS",-0.50249,6.27023,"run1"
"FP002",23,"VS",-0.495353,5.78281,"run1"
"FP002",24,"VS",-0.077313,5.87547,"run1"
"FP002",25,"VS",1.86477,6.50147,"run1"
"FP002",26,"VS",-2.05285,6.76993,"run1"
"FP002",27,"VS",0.116905,6.81644,"run1"
"FP002",28,"VS",0.872663,6.63062,"run1"
"FP002",29,"VS",-0.358458,7.03241,"run1"
"FP002",30,"VS",-5.88366,7.25662,"run1"
"FP002",31,"VS",0.560659,5.93463,"run1"
"FP002",32,"VS",1.02601,5.96776,"run1"
"FP002",33,"VS",1.8035,7.11229,"run1"
"FP002",34,"VS",2.56887,6.99704,"run1"
"FP002",35,"VS",-0.12559,5.95873,"run1"
"FP002",36,"VS",0.555034,6.50945,"run1"
"FP002",1,"VS",-0.314035,5.41486,"run2"
"FP002",2,"VS",0.703084,5.59008,"run2"
"FP002",3,"VS",1.62924,6.37385,"run2"
"FP002",4,"VS",1.1425,6.11815,"run2"
"FP002",5,"VS",0.406848,5.58309,"run2"
"FP002",6,"VS",1.05396,5.61341,"run2"
"FP002",7,"VS",2.09345,6.17315,"run2"
"FP002",8,"VS",0.705743,6.20826,"run2"
"FP002",9,"VS",0.356412,5.82711,"run2"
"FP002",10,"VS",0.213378,6.44139,"run2"
"FP002",11,"VS",-0.532999,5.37393,"run2"
"FP002",12,"VS",-0.185253,5.87053,"run2"
"FP002",13,"VS",1.49291,5.59365,"run2"
"FP002",14,"VS",1.75988,6.14015,"run2"
"FP002",15,"VS",3.87691,6.12989,"run2"
"FP002",16,"VS",5.84369,7.042,"run2"
"FP002",17,"VS",6.0783,7.06929,"run2"
"FP002",18,"VS",6.85629,8.46516,"run2"
"FP002",19,"VS",3.46938,6.17765,"run2"
"FP002",20,"VS",6.99522,7.07798,"run2"
"FP002",21,"VS",3.31496,9.04397,"run2"
"FP002",22,"VS",4.27396,8.50911,"run2"
"FP002",23,"VS",3.22718,6.42762,"run2"
"FP002",24,"VS",3.2658,6.74786,"run2"
"FP002",25,"VS",-0.465292,6.31134,"run2"
"FP002",26,"VS",0.614971,5.6967,"run2"
"FP002",27,"VS",0.105913,5.96204,"run2"
"FP002",28,"VS",1.09856,6.27634,"run2"
"FP002",29,"VS",0.475835,5.57093,"run2"
"FP002",30,"VS",1.8596,6.08759,"run2"
"FP002",31,"VS",1.25855,5.26971,"run2"
"FP002",32,"VS",-0.407901,5.71646,"run2"
"FP002",33,"VS",0.446512,6.22028,"run2"
"FP002",34,"VS",-0.752134,6.36109,"run2"
"FP002",35,"VS",0.0959493,5.86495,"run2"
"FP002",36,"VS",1.1179,6.37529,"run2"
"FP003",1,"pgACC",0.168086,5.8163,"run1"
"FP003",2,"pgACC",1.96486,5.25782,"run1"
"FP003",3,"pgACC",2.5384,5.83869,"run1"
