"construct","subjectID","percent","self_change_pgACC","self_change_vmPFC","self_change_VS","self_pgACC","self_vmPFC","self_VS","model","self_change_con","self_change_tmap","self_con","self_tmap"
"well-being","FP001",75,1.20923232898749,0.778378109563332,0.847308914941691,0.30872693836431,-0.0198445639069279,0.401906717902939,"wellbeing_self_change",4.02302160631726,2.87344966594978,2.17188565081901,1.58268830876066
"well-being","FP002",100,1.40817315805704,1.98871224027671,0.00621714421505889,1.06299710164971,1.62822601811299,1.72227431643948,"wellbeing_self_change",2.53146810508021,2.47105395735188,1.25463729951903,1.35088064712468
"well-being","FP003",83.3333333333333,0.712696736791087,0.570873663303243,0.707891817488088,0.0709513287656652,0.0666241303441793,0.921671904470425,"wellbeing_self_change",0.163081385047665,0.0490277297553455,0.0495452749128904,-0.353098680242323
"well-being","FP004",100,1.17598480408951,0.965477867197063,1.02034141818703,0.696801483859045,0.668244654380937,1.63693518293007,"wellbeing_self_change",3.45370156858664,3.05185554772646,3.71776477502611,3.26895243549303
"well-being","FP005",91.6666666666667,1.95166325044011,0.59496472104351,2.6711009849915,0.583786290494075,-0.309904661738565,1.55949238928861,"wellbeing_self_change",3.49602092624338,3.5207395282729,3.88336461907052,3.75129051624276
"well-being","FP006",83.3333333333333,1.23664078137982,1.2332557196313,-0.0337680066120637,0.7075229446745,0.367869638150352,-0.276963156017671,"wellbeing_self_change",2.44921657497943,1.88467572249362,1.4539686112732,0.938870107276387
"well-being","FP007",75,-0.501105133777799,-0.476762439451653,-0.785095328103243,-0.427378321207189,-0.328183459431787,-0.12805810063084,"wellbeing_self_change",0.706246381626126,0.686096260719212,0.763663099020362,0.631713601823857
"well-being","FP008",91.6666666666667,0.692270979391386,0.757439532996338,-0.902459793100587,0.845923258339449,0.349610162115934,-0.589980860933901,"wellbeing_self_change",2.46849132290965,2.50973091719129,1.25797949998936,1.48111222192801
"well-being","FP009",83.3333333333333,-0.491615266409862,0.00119317853155431,-1.29770903970723,-1.6307176954757,-0.675352990961962,-1.22998422445654,"wellbeing_self_change",2.51812586693599,2.48074387152565,1.30633000012671,1.275605053533
"well-being","FP010",100,0.195281786929715,-0.0324819965405788,-0.592481754499119,0.12228128460204,-0.417629519611639,0.151148912668956,"wellbeing_self_change",3.25056628828458,2.14558430209266,2.67306717912445,1.96191204795539
"well-being","FP011",100,0.468308460052571,-0.838366775502478,-0.0556724379681612,-0.477628983321474,-0.864130682123401,0.746282077475644,"wellbeing_self_change",0.161322904059304,0.219094172966301,-0.715242041317527,-0.44921432906175
"well-being","FP012",41.6666666666667,1.40404402109683,1.09189744689235,0.50781570098627,-1.04689841587142,-0.505589845922409,0.316216378661373,"wellbeing_self_change",0.613393149276292,0.525570877341841,0.405136589604546,0.396345979259005
"well-being","FP013",41.6666666666667,1.36550174401153,0.744443175127169,-0.165115322597677,0.404201821835194,0.52466439087953,-0.125048537664549,"wellbeing_self_change",1.75045673707727,1.79497120719814,0.792337941203714,0.78036394567173
"well-being","FP014",75,1.59158161440677,1.63121579058054,0.924728552161247,1.16572519081687,1.4127437606257,1.3635659035913,"wellbeing_self_change",0.896399865115583,0.670743409690646,0.709208750542579,0.687548585733996
"well-being","FP015",100,0.222080490601824,0.329295980207129,0.0862862311651302,-0.389956574231725,-0.0735677243606649,1.22527575200351,"wellbeing_self_change",2.12844742533496,1.82946658255366,0.632850610463915,0.53326529959332
"well-being","FP017",83.3333333333333,0.572460029324928,0.589346186049209,0.697469111990824,0.0658853010757366,0.683488426247826,1.20614082870667,"wellbeing_self_change",0.421542637091077,0.525725484506766,0.0960310747582058,0.346145402646167
"well-being","FP018",100,3.20962049519506,3.10346517567529,1.80446417657047,1.85253647246993,2.38762822487204,1.17504947290205,"wellbeing_self_change",4.05300323445888,3.38676343107701,3.33378307654668,2.87410442333269
"well-being","FP019",100,2.97394079373122,2.90655204922798,0.918321942102201,0.827537327587201,1.29100714086684,0.679503587999944,"wellbeing_self_change",1.92407128143224,1.9017939716147,1.88632556693049,1.73655040610831
"well-being","FP020",83.3333333333333,0.524441080515767,0.635148686708628,0.378236995317319,0.212309665978672,0.310930743513995,0.513973765450255,"wellbeing_self_change",1.56150275506845,1.43146818936745,1.77605770845033,1.57941768622004
"well-being","FP022",100,1.13342335374467,0.709654019985989,0.0130476402957948,1.4141936706688,0.600669695037722,0.951798409362542,"wellbeing_self_change",2.42057035242709,3.24449967073807,1.39691601139274,1.91663974647207
"well-being","FP023",100,1.13781090540145,-0.365097488576694,-0.53836133711478,0.821824713337325,-0.651083970574816,-0.687538866399302,"wellbeing_self_change",3.10924965079246,2.97096004531623,2.57337057694672,2.41101650167983
"well-being","FP024",100,1.04534792769196,0.907767123137959,1.77987205651249,-0.965519779189598,-1.05282193428493,0.416806331634236,"wellbeing_self_change",3.95008246209571,3.46385847364248,1.98157828033472,1.81397589380003
"well-being","FP025",83.3333333333333,0.635359266108934,1.25745863960675,1.37104542786506,-0.505906148949109,0.486846311488482,0.482464050289968,"wellbeing_self_change",2.84160128100475,2.45486694673581,2.51057434366541,1.8492275645206
"well-being","FP026",100,1.544445674114,1.39863894969883,0.392534542079212,0.660112095130052,0.489159317433195,0.408563417318507,"wellbeing_self_change",2.04514411561076,1.96826426598592,1.74706721400033,1.42242414175903
"well-being","FP027",50,0.686662830657148,0.88078798587121,0.275977464325454,-0.0532219362882754,0.10181700646142,1.19247853978557,"wellbeing_self_change",3.38994481500996,2.92815543372487,3.20848769447032,2.37628124504462
"well-being","FP030",100,2.7389538635816,3.39714930484795,1.11447227321121,0.165021425960473,0.988246916703377,0.688523014330059,"wellbeing_self_change",1.8287611391531,1.85183787976671,0.598451940512127,0.672763027843197
"well-being","FP031",75,1.73141695436548,1.25290788049372,0.972523406963191,1.82389642663008,1.09920408470847,1.54731983017642,"wellbeing_self_change",3.66071307042218,3.1535475115768,3.1420645547527,2.63633053088073
"well-being","FP032",100,1.68687615740855,1.39126112682396,-0.785666519843447,0.479840903160478,-0.178486873989526,-0.534875523738075,"wellbeing_self_change",2.52038305691433,2.45191862405586,1.97652784406845,2.147454867561
"well-being","FP033",100,2.21184836259856,1.9309150572177,2.69336974405216,0.0853989095783692,0.292517711138556,1.13318266210655,"wellbeing_self_change",2.17244490328973,2.01963699092647,1.435091367876,1.24425761979821
"well-being","FP034",41.6666666666667,1.3059069164327,1.43212643519427,1.03274554151822,0.518966537677844,0.508820630660308,1.48784641992949,"wellbeing_self_change",2.00366381810304,1.91775446475657,1.72687784745552,1.432898923916
"well-being","FP035",91.6666666666667,1.19050001257813,1.10705477975933,1.13751291300188,-0.177213101453904,0.449000775003344,0.85286645619773,"wellbeing_self_change",2.20610185123901,2.15466297863766,1.82600503770128,1.81781054307218
"well-being","FP036",75,0.780511350995102,0.820534918285273,0.468390348939777,-0.45087041640011,-0.0693545858119977,0.634221204974169,"wellbeing_self_change",1.59004261788359,1.40206765942352,1.14179594667672,1.15174624829371
"well-being","FP037",50,1.2715762490831,1.71579889431827,1.24238062898043,-0.0100985714330028,0.627038674658032,0.754346687342742,"wellbeing_self_change",0.41414354470658,0.543868455534903,0.425989444835315,0.490186842344973
"well-being","FP038",75,0.978935350671501,0.257820588109048,0.242335814588892,0.100675616694135,-0.0953473015503358,0.169146855650496,"wellbeing_self_change",1.10793638288153,0.924561632795936,0.682044087831003,0.566352426168866
"well-being","FP039",100,0.544578733019709,0.622579439191967,0.351424946279846,-0.136974634285744,-0.124317078138595,0.665443008622163,"wellbeing_self_change",1.41484449521921,1.15106832044151,1.35758945252527,1.13784701812388
"well-being","FP040",100,2.09799194692346,3.31102555305297,-0.789348390925574,0.7608553395001,1.34241292257939,0.829802659985165,"wellbeing_self_change",3.60520510535273,3.78348901178919,2.87463900304576,3.01370836440864
"well-being","FP041",91.6666666666667,-0.372633442646466,-0.189076668408195,1.09761439806789,-0.805808500334544,0.142422489367287,0.600307081339915,"wellbeing_self_change",2.66223149309244,2.3579030857198,2.27764772792436,1.99670224225925
"well-being","FP042",91.6666666666667,0.399612486787675,0.528554145875584,-0.280683621136298,0.396475772226026,0.319812096522632,0.19618660950332,"wellbeing_self_change",1.52151149388152,0.965626014903022,1.09106381924126,0.508759436861753
